funs,pkgs,relative_paths,urls,absolute_paths
simulate,stats,simulate_stlm_trend.R,NA,https://gist.githubusercontent.com/brshallo/4b93d0cf48937da6de06ffcffaed2b57/raw/21d25c7257be848a546a414834972d28d92f76ab/simulate_stlm_trend.R
library,base,simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md
source_gist,devtools,simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md
set.seed,base,simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md
ts,stats,simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md
rnorm,stats,simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md
c,base,simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md
stlm,forecast,simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md
ets,forecast,simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md
tibble,dplyr,simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md
list,base,simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md
mutate,dplyr,simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md
map,purrr,simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md
map_dbl,purrr,simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md
gather,tidyr,simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md
ggplot,ggplot,simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md
aes,ggplot,simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md
geom_density,ggplot,simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md
labs,ggplot,simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md,https://gist.githubusercontent.com/brshallo/34442675e89e374781a9148fa98e4a31/raw/ed294132d1482a94e3ca1ec5c52c5636f02da8f2/simulate_stlm_example.md
set,(unknown),ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
library,base,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
group_by,dplyr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
summarise_all,dplyr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
nest,tidyr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
lm,stats,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
mutate,dplyr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
map,purrr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
arrange,dplyr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
map2_dbl,purrr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
map2,purrr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
unnest,tidyr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
mean,base,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
as.formula,stats,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
paste,base,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
gather,tidyr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
ggplot,ggplot,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
aes,ggplot,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
geom_boxplot,ggplot,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
facet_wrap,ggplot,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
geom_quasirandom,(unknown),ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
labs,ggplot,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
filter,dplyr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
semi_join,dplyr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
geom_point,ggplot,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
geom_line,ggplot,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
theme,ggplot,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
element_text,ggplot,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
with,base,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
flatten_dbl,purrr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
tibble,dplyr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
seq,base,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
find_slope,(unknown),ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
find_y1,(unknown),ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
find_intercept,(unknown),ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
select,dplyr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
everything,dplyr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
geom_abline,ggplot,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
ylim,ggplot,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
c,base,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
coord_fixed,ggplot,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
geom_jitter,ggplot,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
geom_beeswarm,(unknown),ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
summarise,dplyr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
list,base,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
quantile,stats,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
funs,dplyr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
mutate_all,dplyr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
map_int,purrr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
length,base,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
unique,base,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
names,base,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
make_date,lubridate,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
sample_n,dplyr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
distinct,dplyr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
ggtitle,ggplot,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
add_predictions,modelr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
add_residuals,modelr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
geom_hline,ggplot,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
as_tibble,dplyr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
rownames_to_column,tibble,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
tribble,dplyr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
invoke_map,purrr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
enframe,tibble,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
map2_chr,purrr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
str_c,stringr,ch25_solutions.Rmd,NA,https://gist.githubusercontent.com/brshallo/9c1d199d2956466d64427c24a377d329/raw/2e498897f2aec2c3ab5228e1503a515fd261c043/ch25_solutions.Rmd
library,base,assign_in_index.R,NA,https://gist.githubusercontent.com/brshallo/62a37a3077ea2ddf3d803cb17a99bd6d/raw/c1c7200adadf088cf1004819113e559937e12096/assign_in_index.R
library,base,step_other_n_mult_example.md,https://gist.githubusercontent.com/brshallo/a25cc71fc66cbdee4e8ce51b1f74d5ca/raw/6ac7c2ef87965fd7f6801b1581ad4ca6593efb77/step_other_n_mult_example.md,https://gist.githubusercontent.com/brshallo/a25cc71fc66cbdee4e8ce51b1f74d5ca/raw/6ac7c2ef87965fd7f6801b1581ad4ca6593efb77/step_other_n_mult_example.md
group_by,dplyr,step_other_n_mult_example.md,https://gist.githubusercontent.com/brshallo/a25cc71fc66cbdee4e8ce51b1f74d5ca/raw/6ac7c2ef87965fd7f6801b1581ad4ca6593efb77/step_other_n_mult_example.md,https://gist.githubusercontent.com/brshallo/a25cc71fc66cbdee4e8ce51b1f74d5ca/raw/6ac7c2ef87965fd7f6801b1581ad4ca6593efb77/step_other_n_mult_example.md
nest,tidyr,step_other_n_mult_example.md,https://gist.githubusercontent.com/brshallo/a25cc71fc66cbdee4e8ce51b1f74d5ca/raw/6ac7c2ef87965fd7f6801b1581ad4ca6593efb77/step_other_n_mult_example.md,https://gist.githubusercontent.com/brshallo/a25cc71fc66cbdee4e8ce51b1f74d5ca/raw/6ac7c2ef87965fd7f6801b1581ad4ca6593efb77/step_other_n_mult_example.md
mutate,dplyr,step_other_n_mult_example.md,https://gist.githubusercontent.com/brshallo/a25cc71fc66cbdee4e8ce51b1f74d5ca/raw/6ac7c2ef87965fd7f6801b1581ad4ca6593efb77/step_other_n_mult_example.md,https://gist.githubusercontent.com/brshallo/a25cc71fc66cbdee4e8ce51b1f74d5ca/raw/6ac7c2ef87965fd7f6801b1581ad4ca6593efb77/step_other_n_mult_example.md
map,purrr,step_other_n_mult_example.md,https://gist.githubusercontent.com/brshallo/a25cc71fc66cbdee4e8ce51b1f74d5ca/raw/6ac7c2ef87965fd7f6801b1581ad4ca6593efb77/step_other_n_mult_example.md,https://gist.githubusercontent.com/brshallo/a25cc71fc66cbdee4e8ce51b1f74d5ca/raw/6ac7c2ef87965fd7f6801b1581ad4ca6593efb77/step_other_n_mult_example.md
recipe,recipes,step_other_n_mult_example.md,https://gist.githubusercontent.com/brshallo/a25cc71fc66cbdee4e8ce51b1f74d5ca/raw/6ac7c2ef87965fd7f6801b1581ad4ca6593efb77/step_other_n_mult_example.md,https://gist.githubusercontent.com/brshallo/a25cc71fc66cbdee4e8ce51b1f74d5ca/raw/6ac7c2ef87965fd7f6801b1581ad4ca6593efb77/step_other_n_mult_example.md
map_dbl,purrr,step_other_n_mult_example.md,https://gist.githubusercontent.com/brshallo/a25cc71fc66cbdee4e8ce51b1f74d5ca/raw/6ac7c2ef87965fd7f6801b1581ad4ca6593efb77/step_other_n_mult_example.md,https://gist.githubusercontent.com/brshallo/a25cc71fc66cbdee4e8ce51b1f74d5ca/raw/6ac7c2ef87965fd7f6801b1581ad4ca6593efb77/step_other_n_mult_example.md
map2,purrr,step_other_n_mult_example.md,https://gist.githubusercontent.com/brshallo/a25cc71fc66cbdee4e8ce51b1f74d5ca/raw/6ac7c2ef87965fd7f6801b1581ad4ca6593efb77/step_other_n_mult_example.md,https://gist.githubusercontent.com/brshallo/a25cc71fc66cbdee4e8ce51b1f74d5ca/raw/6ac7c2ef87965fd7f6801b1581ad4ca6593efb77/step_other_n_mult_example.md
step_other,recipes,step_other_n_mult_example.md,https://gist.githubusercontent.com/brshallo/a25cc71fc66cbdee4e8ce51b1f74d5ca/raw/6ac7c2ef87965fd7f6801b1581ad4ca6593efb77/step_other_n_mult_example.md,https://gist.githubusercontent.com/brshallo/a25cc71fc66cbdee4e8ce51b1f74d5ca/raw/6ac7c2ef87965fd7f6801b1581ad4ca6593efb77/step_other_n_mult_example.md
all_nominal,recipes,step_other_n_mult_example.md,https://gist.githubusercontent.com/brshallo/a25cc71fc66cbdee4e8ce51b1f74d5ca/raw/6ac7c2ef87965fd7f6801b1581ad4ca6593efb77/step_other_n_mult_example.md,https://gist.githubusercontent.com/brshallo/a25cc71fc66cbdee4e8ce51b1f74d5ca/raw/6ac7c2ef87965fd7f6801b1581ad4ca6593efb77/step_other_n_mult_example.md
library,base,extract_coefs_effects_coding.md,https://gist.githubusercontent.com/brshallo/f923b9b5c6360ce09beda35c3d1d55e9/raw/98fb093aa4443225c8708ad94afe76f221a1d942/extract_coefs_effects_coding.md,https://gist.githubusercontent.com/brshallo/f923b9b5c6360ce09beda35c3d1d55e9/raw/98fb093aa4443225c8708ad94afe76f221a1d942/extract_coefs_effects_coding.md
getOption,base,extract_coefs_effects_coding.md,https://gist.githubusercontent.com/brshallo/f923b9b5c6360ce09beda35c3d1d55e9/raw/98fb093aa4443225c8708ad94afe76f221a1d942/extract_coefs_effects_coding.md,https://gist.githubusercontent.com/brshallo/f923b9b5c6360ce09beda35c3d1d55e9/raw/98fb093aa4443225c8708ad94afe76f221a1d942/extract_coefs_effects_coding.md
options,base,extract_coefs_effects_coding.md,https://gist.githubusercontent.com/brshallo/f923b9b5c6360ce09beda35c3d1d55e9/raw/98fb093aa4443225c8708ad94afe76f221a1d942/extract_coefs_effects_coding.md,https://gist.githubusercontent.com/brshallo/f923b9b5c6360ce09beda35c3d1d55e9/raw/98fb093aa4443225c8708ad94afe76f221a1d942/extract_coefs_effects_coding.md
tidy,broom,extract_coefs_effects_coding.md,https://gist.githubusercontent.com/brshallo/f923b9b5c6360ce09beda35c3d1d55e9/raw/98fb093aa4443225c8708ad94afe76f221a1d942/extract_coefs_effects_coding.md,https://gist.githubusercontent.com/brshallo/f923b9b5c6360ce09beda35c3d1d55e9/raw/98fb093aa4443225c8708ad94afe76f221a1d942/extract_coefs_effects_coding.md
separate,tidyr,extract_coefs_effects_coding.md,https://gist.githubusercontent.com/brshallo/f923b9b5c6360ce09beda35c3d1d55e9/raw/98fb093aa4443225c8708ad94afe76f221a1d942/extract_coefs_effects_coding.md,https://gist.githubusercontent.com/brshallo/f923b9b5c6360ce09beda35c3d1d55e9/raw/98fb093aa4443225c8708ad94afe76f221a1d942/extract_coefs_effects_coding.md
c,base,extract_coefs_effects_coding.md,https://gist.githubusercontent.com/brshallo/f923b9b5c6360ce09beda35c3d1d55e9/raw/98fb093aa4443225c8708ad94afe76f221a1d942/extract_coefs_effects_coding.md,https://gist.githubusercontent.com/brshallo/f923b9b5c6360ce09beda35c3d1d55e9/raw/98fb093aa4443225c8708ad94afe76f221a1d942/extract_coefs_effects_coding.md
mutate,dplyr,extract_coefs_effects_coding.md,https://gist.githubusercontent.com/brshallo/f923b9b5c6360ce09beda35c3d1d55e9/raw/98fb093aa4443225c8708ad94afe76f221a1d942/extract_coefs_effects_coding.md,https://gist.githubusercontent.com/brshallo/f923b9b5c6360ce09beda35c3d1d55e9/raw/98fb093aa4443225c8708ad94afe76f221a1d942/extract_coefs_effects_coding.md
